venue_id,name,city,state,country,capacity,venue_type,address,postal_code,created_at,updated_at
ven_000355,Majestic Tulsa Hall 4,Tulsa,OK,USA,298,club,3933 Main St,59404,2025-11-17T02:43:33.087993,2025-11-17T02:43:33.087993
ven_000356,Las Vegas Center 5,Las Vegas,NV,USA,73967,stadium,5053 Park Ave,58932,2025-11-17T02:43:33.087997,2025-11-17T02:43:33.087997
ven_000357,Metro Tucson Palace 6,Tucson,AZ,USA,12592,arena,9049 Broadway,40619,2025-11-17T02:43:33.088001,2025-11-17T02:43:33.088001
ven_000358,Metro St. Louis Amphitheater 7,St. Louis,MO,USA,1132,theater,3801 Main St,50861,2025-11-17T02:43:33.088004,2025-11-17T02:43:33.088004
ven_000359,Nashville Stadium 8,Nashville,TN,USA,26867,stadium,2421 Center St,27909,2025-11-17T02:43:33.088008,2025-11-17T02:43:33.088008
ven_000360,Milwaukee Theater 9,Milwaukee,WI,USA,5512,amphitheater,5172 Broadway,78840,2025-11-17T02:43:33.088012,2025-11-17T02:43:33.088012
ven_000361,Classic Fort Worth Pavilion 0,Fort Worth,TX,USA,10609,amphitheater,5009 Main St,28318,2025-11-17T02:43:33.088016,2025-11-17T02:43:33.088016
ven_000362,Jacksonville Center 1,Jacksonville,FL,USA,4864,hall,2663 Broadway,40958,2025-11-17T02:43:33.088020,2025-11-17T02:43:33.088020
ven_000363,Modern San Francisco Pavilion 2,San Francisco,CA,USA,558,theater,8006 Main St,19067,2025-11-17T02:43:33.088023,2025-11-17T02:43:33.088024
ven_000364,Royal Cleveland Amphitheater 3,Cleveland,OH,USA,11598,arena,158 Main St,54682,2025-11-17T02:43:33.088027,2025-11-17T02:43:33.088027
ven_000365,Royal Denver Club 4,Denver,CO,USA,15733,arena,5033 Park Ave,38905,2025-11-17T02:43:33.088031,2025-11-17T02:43:33.088031
ven_000366,Raleigh Venue 5,Raleigh,NC,USA,8154,amphitheater,4587 Park Ave,44102,2025-11-17T02:43:33.088035,2025-11-17T02:43:33.088035
ven_000367,Majestic Wichita Center 6,Wichita,KS,USA,8998,arena,6945 Main St,50593,2025-11-17T02:43:33.088039,2025-11-17T02:43:33.088039
ven_000368,Metro Phoenix Palace 7,Phoenix,AZ,USA,2992,hall,4108 Market St,49993,2025-11-17T02:43:33.088043,2025-11-17T02:43:33.088043
ven_000369,Grand Philadelphia Amphitheater 8,Philadelphia,PA,USA,3241,hall,1281 Center St,52257,2025-11-17T02:43:33.088047,2025-11-17T02:43:33.088047
ven_000370,Modern Honolulu Amphitheater 9,Honolulu,HI,USA,10309,amphitheater,2286 Park Ave,38553,2025-11-17T02:43:33.088051,2025-11-17T02:43:33.088051
ven_000371,Downtown Memphis Arena 0,Memphis,TN,USA,6624,arena,4240 Center St,14378,2025-11-17T02:43:33.088055,2025-11-17T02:43:33.088055
ven_000372,Omaha Club 1,Omaha,NE,USA,10341,amphitheater,2719 Park Ave,74782,2025-11-17T02:43:33.088058,2025-11-17T02:43:33.088058
ven_000373,Downtown Washington Amphitheater 2,Washington,DC,USA,1649,theater,7333 Center St,12810,2025-11-17T02:43:33.088063,2025-11-17T02:43:33.088063
ven_000374,Grand New Orleans Auditorium 3,New Orleans,LA,USA,4641,hall,2817 Center St,37451,2025-11-17T02:43:33.088067,2025-11-17T02:43:33.088067
ven_000375,Central Kansas City Theater 4,Kansas City,MO,USA,2992,hall,4543 Broadway,98441,2025-11-17T02:43:33.088071,2025-11-17T02:43:33.088071
ven_000376,The Milwaukee Arena 5,Milwaukee,WI,USA,12826,arena,8816 Broadway,63793,2025-11-17T02:43:33.088074,2025-11-17T02:43:33.088075
ven_000377,Seattle Theater 6,Seattle,WA,USA,17944,arena,5211 Center St,81350,2025-11-17T02:43:33.088078,2025-11-17T02:43:33.088078
ven_000378,Royal Los Angeles Amphitheater 7,Los Angeles,CA,USA,477,club,984 Main St,62254,2025-11-17T02:43:33.088082,2025-11-17T02:43:33.088082
ven_000379,Imperial New York Center 8,New York,NY,USA,223,club,8344 Main St,61793,2025-11-17T02:43:33.088088,2025-11-17T02:43:33.088088
ven_000380,The Denver House 9,Denver,CO,USA,274,club,1323 Main St,35207,2025-11-17T02:43:33.088092,2025-11-17T02:43:33.088092
ven_000381,Modern Seattle Venue 0,Seattle,WA,USA,7953,amphitheater,8098 Center St,26271,2025-11-17T02:43:33.088096,2025-11-17T02:43:33.088096
ven_000382,Louisville Stadium 1,Louisville,KY,USA,2218,hall,6081 Main St,44277,2025-11-17T02:43:33.088100,2025-11-17T02:43:33.088100
ven_000383,Historic Columbus Pavilion 2,Columbus,OH,USA,679,theater,1167 Market St,24731,2025-11-17T02:43:33.088104,2025-11-17T02:43:33.088104
ven_000384,Louisville Pavilion 3,Louisville,KY,USA,14783,amphitheater,9515 Park Ave,41273,2025-11-17T02:43:33.088107,2025-11-17T02:43:33.088108
ven_000385,Historic Indianapolis Amphitheater 4,Indianapolis,IN,USA,5817,arena,8475 Market St,94262,2025-11-17T02:43:33.088142,2025-11-17T02:43:33.088142
ven_000386,Metro New York Theater 5,New York,NY,USA,16776,arena,2624 Center St,19617,2025-11-17T02:43:33.088147,2025-11-17T02:43:33.088147
ven_000387,The Phoenix Center 6,Phoenix,AZ,USA,12288,amphitheater,7925 Center St,12885,2025-11-17T02:43:33.088153,2025-11-17T02:43:33.088153
ven_000388,Central San Diego House 7,San Diego,CA,USA,1830,theater,7992 Center St,58214,2025-11-17T02:43:33.088157,2025-11-17T02:43:33.088157
ven_000389,Classic Fort Worth Stadium 8,Fort Worth,TX,USA,213,club,7444 Market St,65651,2025-11-17T02:43:33.088160,2025-11-17T02:43:33.088161
ven_000390,Uptown Tucson House 9,Tucson,AZ,USA,613,theater,8657 Center St,40222,2025-11-17T02:43:33.088165,2025-11-17T02:43:33.088165
ven_000391,Modern Detroit Stadium 0,Detroit,MI,USA,66181,stadium,5530 Main St,42483,2025-11-17T02:43:33.088170,2025-11-17T02:43:33.088170
ven_000392,Uptown Jacksonville Arena 1,Jacksonville,FL,USA,3946,hall,5109 Market St,60314,2025-11-17T02:43:33.088174,2025-11-17T02:43:33.088174
ven_000393,Milwaukee House 2,Milwaukee,WI,USA,806,theater,128 Center St,20336,2025-11-17T02:43:33.088177,2025-11-17T02:43:33.088177
ven_000394,Central Detroit Hall 3,Detroit,MI,USA,353,club,1497 Main St,62990,2025-11-17T02:43:33.088181,2025-11-17T02:43:33.088181
ven_000395,Atlanta Palace 4,Atlanta,GA,USA,4857,hall,6681 Broadway,63069,2025-11-17T02:43:33.088185,2025-11-17T02:43:33.088185
ven_000396,Grand Tucson Stadium 5,Tucson,AZ,USA,1526,theater,8493 Center St,65825,2025-11-17T02:43:33.088189,2025-11-17T02:43:33.088189
ven_000397,Nashville House 6,Nashville,TN,USA,30260,stadium,4228 Market St,22585,2025-11-17T02:43:33.088192,2025-11-17T02:43:33.088193
ven_000398,Modern Minneapolis Arena 7,Minneapolis,MN,USA,61244,stadium,6394 Park Ave,59730,2025-11-17T02:43:33.088196,2025-11-17T02:43:33.088196
ven_000399,Royal Charlotte Theater 8,Charlotte,NC,USA,1325,hall,2142 Main St,41198,2025-11-17T02:43:33.088200,2025-11-17T02:43:33.088200
ven_000400,Downtown Raleigh Pavilion 9,Raleigh,NC,USA,12644,arena,7768 Center St,34403,2025-11-17T02:43:33.088204,2025-11-17T02:43:33.088204
ven_000401,Modern Tampa Club 0,Tampa,FL,USA,5643,arena,6047 Park Ave,53527,2025-11-17T02:43:33.088208,2025-11-17T02:43:33.088208
ven_000402,Tulsa Auditorium 1,Tulsa,OK,USA,4678,amphitheater,444 Market St,67306,2025-11-17T02:43:33.088212,2025-11-17T02:43:33.088212
ven_000403,Grand Tampa Hall 2,Tampa,FL,USA,68310,stadium,5293 Park Ave,90944,2025-11-17T02:43:33.088215,2025-11-17T02:43:33.088216
ven_000404,Majestic Memphis Stadium 3,Memphis,TN,USA,10299,amphitheater,3131 Main St,32568,2025-11-17T02:43:33.088219,2025-11-17T02:43:33.088219
ven_000405,Classic Fresno Stadium 4,Fresno,CA,USA,3825,hall,1977 Market St,78654,2025-11-17T02:43:33.088223,2025-11-17T02:43:33.088223
ven_000406,Grand Oakland Arena 5,Oakland,CA,USA,175,club,4124 Broadway,68010,2025-11-17T02:43:33.088227,2025-11-17T02:43:33.088227
ven_000407,Wichita Hall 6,Wichita,KS,USA,11092,arena,2599 Main St,95542,2025-11-17T02:43:33.088231,2025-11-17T02:43:33.088231
ven_000408,Modern Columbus Theater 7,Columbus,OH,USA,19719,arena,9663 Broadway,56837,2025-11-17T02:43:33.088234,2025-11-17T02:43:33.088235
ven_000409,Uptown Houston Arena 8,Houston,TX,USA,10975,arena,9068 Broadway,96936,2025-11-17T02:43:33.088238,2025-11-17T02:43:33.088238
ven_000410,Downtown San Jose Amphitheater 9,San Jose,CA,USA,336,club,927 Main St,65726,2025-11-17T02:43:33.088242,2025-11-17T02:43:33.088242
ven_000411,Classic Seattle Theater 0,Seattle,WA,USA,274,club,9623 Market St,17175,2025-11-17T02:43:33.088246,2025-11-17T02:43:33.088246
ven_000412,Modern Portland Center 1,Portland,OR,USA,5401,arena,6356 Center St,68316,2025-11-17T02:43:33.088250,2025-11-17T02:43:33.088250
ven_000413,Sacramento Pavilion 2,Sacramento,CA,USA,488,club,7876 Center St,14602,2025-11-17T02:43:33.088253,2025-11-17T02:43:33.088254
ven_000414,Downtown Sacramento Center 3,Sacramento,CA,USA,32653,stadium,7832 Market St,80148,2025-11-17T02:43:33.088257,2025-11-17T02:43:33.088257
ven_000415,Colorado Springs Stadium 4,Colorado Springs,CO,USA,4470,hall,398 Main St,12073,2025-11-17T02:43:33.088261,2025-11-17T02:43:33.088261
ven_000416,Dallas Venue 5,Dallas,TX,USA,9082,amphitheater,193 Market St,59357,2025-11-17T02:43:33.088265,2025-11-17T02:43:33.088265
ven_000417,Grand Oakland Venue 6,Oakland,CA,USA,12843,arena,9425 Park Ave,87201,2025-11-17T02:43:33.088270,2025-11-17T02:43:33.088270
ven_000418,Imperial San Diego Auditorium 7,San Diego,CA,USA,39484,stadium,5297 Main St,50556,2025-11-17T02:43:33.088274,2025-11-17T02:43:33.088274
ven_000419,Classic New York Auditorium 8,New York,NY,USA,3512,hall,3693 Main St,80843,2025-11-17T02:43:33.088279,2025-11-17T02:43:33.088279
ven_000420,The Milwaukee Center 9,Milwaukee,WI,USA,1267,theater,9226 Park Ave,52987,2025-11-17T02:43:33.088284,2025-11-17T02:43:33.088284
ven_000421,Royal St. Louis Club 0,St. Louis,MO,USA,11803,amphitheater,5233 Center St,23609,2025-11-17T02:43:33.088288,2025-11-17T02:43:33.088288
ven_000422,Dallas Pavilion 1,Dallas,TX,USA,292,club,376 Market St,46685,2025-11-17T02:43:33.088291,2025-11-17T02:43:33.088291
ven_000423,Imperial Omaha Palace 2,Omaha,NE,USA,324,club,2680 Center St,99032,2025-11-17T02:43:33.088295,2025-11-17T02:43:33.088295
ven_000424,Seattle House 3,Seattle,WA,USA,9376,arena,7875 Broadway,40862,2025-11-17T02:43:33.088299,2025-11-17T02:43:33.088299
ven_000425,Columbus Auditorium 4,Columbus,OH,USA,1838,theater,9455 Broadway,57678,2025-11-17T02:43:33.088302,2025-11-17T02:43:33.088303
ven_000426,Classic Miami House 5,Miami,FL,USA,1861,hall,5451 Main St,43142,2025-11-17T02:43:33.088306,2025-11-17T02:43:33.088306
ven_000427,Imperial Baltimore Palace 6,Baltimore,MD,USA,59600,stadium,7269 Broadway,31232,2025-11-17T02:43:33.088311,2025-11-17T02:43:33.088311
ven_000428,The Phoenix Auditorium 7,Phoenix,AZ,USA,249,club,2430 Market St,95872,2025-11-17T02:43:33.088315,2025-11-17T02:43:33.088315
ven_000429,Central Las Vegas House 8,Las Vegas,NV,USA,4699,hall,1423 Broadway,85305,2025-11-17T02:43:33.088319,2025-11-17T02:43:33.088319
ven_000430,Tulsa House 9,Tulsa,OK,USA,712,theater,6377 Market St,82220,2025-11-17T02:43:33.088323,2025-11-17T02:43:33.088323
ven_000431,Uptown Louisville House 0,Louisville,KY,USA,4839,amphitheater,6813 Main St,74739,2025-11-17T02:43:33.088327,2025-11-17T02:43:33.088327
ven_000432,Jacksonville Arena 1,Jacksonville,FL,USA,7594,arena,7526 Market St,93905,2025-11-17T02:43:33.088331,2025-11-17T02:43:33.088331
ven_000433,Royal Nashville Auditorium 2,Nashville,TN,USA,280,club,7439 Center St,38440,2025-11-17T02:43:33.088334,2025-11-17T02:43:33.088335
ven_000434,Royal Fresno Center 3,Fresno,CA,USA,879,theater,9722 Park Ave,74017,2025-11-17T02:43:33.088338,2025-11-17T02:43:33.088339
ven_000435,Denver Auditorium 4,Denver,CO,USA,13978,amphitheater,8752 Broadway,85453,2025-11-17T02:43:33.088342,2025-11-17T02:43:33.088342
ven_000436,Royal Mesa Stadium 5,Mesa,AZ,USA,9327,amphitheater,8740 Broadway,24841,2025-11-17T02:43:33.088346,2025-11-17T02:43:33.088346
ven_000437,Metro San Antonio Theater 6,San Antonio,TX,USA,391,club,9749 Park Ave,73888,2025-11-17T02:43:33.088351,2025-11-17T02:43:33.088352
ven_000438,Classic San Francisco Arena 7,San Francisco,CA,USA,341,club,9610 Center St,69005,2025-11-17T02:43:33.088355,2025-11-17T02:43:33.088356
ven_000439,Central Boston Hall 8,Boston,MA,USA,15870,arena,9096 Market St,36079,2025-11-17T02:43:33.088360,2025-11-17T02:43:33.088360
ven_000440,Historic Cleveland Amphitheater 9,Cleveland,OH,USA,9346,amphitheater,9133 Park Ave,42360,2025-11-17T02:43:33.088363,2025-11-17T02:43:33.088363
ven_000441,Modern Baltimore Center 0,Baltimore,MD,USA,321,club,277 Main St,10725,2025-11-17T02:43:33.088367,2025-11-17T02:43:33.088367
ven_000442,Columbus Club 1,Columbus,OH,USA,8290,amphitheater,8160 Main St,35309,2025-11-17T02:43:33.088370,2025-11-17T02:43:33.088370
ven_000443,Chicago Arena 2,Chicago,IL,USA,333,club,7497 Broadway,60897,2025-11-17T02:43:33.088374,2025-11-17T02:43:33.088374
ven_000444,Columbus Theater 3,Columbus,OH,USA,62411,stadium,7457 Center St,80181,2025-11-17T02:43:33.088377,2025-11-17T02:43:33.088377
ven_000445,Classic Houston Palace 4,Houston,TX,USA,4706,hall,951 Center St,57195,2025-11-17T02:43:33.088380,2025-11-17T02:43:33.088380
ven_000446,Minneapolis Pavilion 5,Minneapolis,MN,USA,9726,amphitheater,6962 Broadway,78414,2025-11-17T02:43:33.088384,2025-11-17T02:43:33.088384
ven_000447,Grand Tampa Amphitheater 6,Tampa,FL,USA,1026,theater,1134 Park Ave,62019,2025-11-17T02:43:33.088387,2025-11-17T02:43:33.088387
ven_000448,Downtown Honolulu Palace 7,Honolulu,HI,USA,13448,arena,870 Main St,89439,2025-11-17T02:43:33.088392,2025-11-17T02:43:33.088392
ven_000449,Oakland Venue 8,Oakland,CA,USA,266,club,4889 Park Ave,68639,2025-11-17T02:43:33.088395,2025-11-17T02:43:33.088395
ven_000450,Majestic Boston Amphitheater 9,Boston,MA,USA,2294,hall,3066 Main St,38835,2025-11-17T02:43:33.088398,2025-11-17T02:43:33.088398
ven_000451,Historic Washington Center 0,Washington,DC,USA,14024,arena,6246 Broadway,69232,2025-11-17T02:43:33.088402,2025-11-17T02:43:33.088402
ven_000452,Imperial Tulsa Arena 1,Tulsa,OK,USA,4051,hall,6786 Market St,88663,2025-11-17T02:43:33.088405,2025-11-17T02:43:33.088405
ven_000453,Modern Boston Arena 2,Boston,MA,USA,3341,hall,3940 Park Ave,19702,2025-11-17T02:43:33.088409,2025-11-17T02:43:33.088409
ven_000454,Historic St. Louis Hall 3,St. Louis,MO,USA,4484,amphitheater,1526 Center St,25178,2025-11-17T02:43:33.088412,2025-11-17T02:43:33.088412
ven_000455,Charlotte Center 4,Charlotte,NC,USA,1671,hall,2692 Broadway,63389,2025-11-17T02:43:33.088415,2025-11-17T02:43:33.088415
ven_000456,Atlanta Stadium 5,Atlanta,GA,USA,200,club,3092 Park Ave,23782,2025-11-17T02:43:33.088419,2025-11-17T02:43:33.088419
ven_000457,Austin Club 6,Austin,TX,USA,354,club,4707 Market St,53603,2025-11-17T02:43:33.088422,2025-11-17T02:43:33.088422
ven_000458,Modern Memphis Club 7,Memphis,TN,USA,15209,arena,6942 Main St,59885,2025-11-17T02:43:33.088426,2025-11-17T02:43:33.088426
ven_000459,Modern Memphis House 8,Memphis,TN,USA,12162,amphitheater,9655 Market St,49422,2025-11-17T02:43:33.088431,2025-11-17T02:43:33.088431
ven_000460,Nashville Amphitheater 9,Nashville,TN,USA,45012,stadium,1083 Market St,99649,2025-11-17T02:43:33.088434,2025-11-17T02:43:33.088434
ven_000461,Grand Raleigh Theater 0,Raleigh,NC,USA,7531,amphitheater,5743 Park Ave,22522,2025-11-17T02:43:33.088438,2025-11-17T02:43:33.088438
ven_000462,Royal Los Angeles Amphitheater 1,Los Angeles,CA,USA,12939,amphitheater,3266 Main St,28186,2025-11-17T02:43:33.088441,2025-11-17T02:43:33.088441
ven_000463,Historic Kansas City Venue 2,Kansas City,MO,USA,3981,hall,3062 Market St,72467,2025-11-17T02:43:33.088445,2025-11-17T02:43:33.088445
ven_000464,Modern Nashville Arena 3,Nashville,TN,USA,369,club,9772 Park Ave,83206,2025-11-17T02:43:33.088448,2025-11-17T02:43:33.088448
ven_000465,Downtown San Jose Center 4,San Jose,CA,USA,169,club,1193 Broadway,14933,2025-11-17T02:43:33.088452,2025-11-17T02:43:33.088452
ven_000466,Downtown Oakland Arena 5,Oakland,CA,USA,777,theater,2466 Broadway,24527,2025-11-17T02:43:33.088455,2025-11-17T02:43:33.088455
ven_000467,Majestic Honolulu House 6,Honolulu,HI,USA,10036,amphitheater,4893 Main St,61867,2025-11-17T02:43:33.088458,2025-11-17T02:43:33.088459
ven_000468,New Orleans Arena 7,New Orleans,LA,USA,16054,arena,2872 Main St,27584,2025-11-17T02:43:33.088462,2025-11-17T02:43:33.088462
ven_000469,Portland Center 8,Portland,OR,USA,398,club,343 Park Ave,30869,2025-11-17T02:43:33.088465,2025-11-17T02:43:33.088465
ven_000470,Downtown Nashville Venue 9,Nashville,TN,USA,5398,arena,2499 Park Ave,42673,2025-11-17T02:43:33.088469,2025-11-17T02:43:33.088469
ven_000471,Grand Baltimore Center 0,Baltimore,MD,USA,907,theater,5851 Main St,71285,2025-11-17T02:43:33.088472,2025-11-17T02:43:33.088472
ven_000472,Grand San Diego Amphitheater 1,San Diego,CA,USA,9482,arena,8100 Market St,77640,2025-11-17T02:43:33.088476,2025-11-17T02:43:33.088476
ven_000473,Imperial Anaheim House 2,Anaheim,CA,USA,1783,theater,7650 Park Ave,75799,2025-11-17T02:43:33.088479,2025-11-17T02:43:33.088479
ven_000474,Historic San Diego Palace 3,San Diego,CA,USA,1533,theater,9767 Main St,41395,2025-11-17T02:43:33.088482,2025-11-17T02:43:33.088482
ven_000475,Columbus Arena 4,Columbus,OH,USA,4714,hall,3284 Broadway,76098,2025-11-17T02:43:33.088486,2025-11-17T02:43:33.088486
ven_000476,Jacksonville Stadium 5,Jacksonville,FL,USA,26986,stadium,3698 Park Ave,97324,2025-11-17T02:43:33.088489,2025-11-17T02:43:33.088489
ven_000477,Historic Tulsa Pavilion 6,Tulsa,OK,USA,834,theater,8995 Center St,52294,2025-11-17T02:43:33.088492,2025-11-17T02:43:33.088492
ven_000478,Majestic Austin Arena 7,Austin,TX,USA,8891,amphitheater,4130 Park Ave,46948,2025-11-17T02:43:33.088496,2025-11-17T02:43:33.088496
ven_000479,The San Diego Amphitheater 8,San Diego,CA,USA,108,club,170 Market St,48186,2025-11-17T02:43:33.088503,2025-11-17T02:43:33.088503
ven_000480,Nashville House 9,Nashville,TN,USA,4163,amphitheater,8453 Broadway,82528,2025-11-17T02:43:33.088507,2025-11-17T02:43:33.088507
ven_000481,Historic Omaha Club 0,Omaha,NE,USA,4154,hall,4706 Center St,51787,2025-11-17T02:43:33.088510,2025-11-17T02:43:33.088510
ven_000482,Historic San Diego House 1,San Diego,CA,USA,47426,stadium,3130 Park Ave,12993,2025-11-17T02:43:33.088514,2025-11-17T02:43:33.088514
ven_000483,New York Amphitheater 2,New York,NY,USA,14260,amphitheater,8741 Park Ave,36068,2025-11-17T02:43:33.088517,2025-11-17T02:43:33.088517
ven_000484,Wichita Amphitheater 3,Wichita,KS,USA,11743,arena,7464 Park Ave,28367,2025-11-17T02:43:33.088520,2025-11-17T02:43:33.088520
ven_000485,Grand Mesa Club 4,Mesa,AZ,USA,2882,hall,7504 Park Ave,44912,2025-11-17T02:43:33.088524,2025-11-17T02:43:33.088524
ven_000486,Majestic San Diego House 5,San Diego,CA,USA,1583,hall,7643 Park Ave,90991,2025-11-17T02:43:33.088527,2025-11-17T02:43:33.088527
ven_000487,Indianapolis Arena 6,Indianapolis,IN,USA,3535,amphitheater,2198 Park Ave,12926,2025-11-17T02:43:33.088532,2025-11-17T02:43:33.088532
ven_000488,Grand San Antonio Amphitheater 7,San Antonio,TX,USA,13122,arena,912 Center St,75250,2025-11-17T02:43:33.088535,2025-11-17T02:43:33.088535
ven_000489,Central New York Pavilion 8,New York,NY,USA,1828,hall,6245 Main St,42451,2025-11-17T02:43:33.088539,2025-11-17T02:43:33.088539
ven_000490,Metro Columbus House 9,Columbus,OH,USA,9504,arena,867 Park Ave,32601,2025-11-17T02:43:33.088542,2025-11-17T02:43:33.088542
ven_000491,Historic Indianapolis Theater 0,Indianapolis,IN,USA,2469,hall,1955 Park Ave,21416,2025-11-17T02:43:33.088545,2025-11-17T02:43:33.088546
ven_000492,Grand Tampa Hall 1,Tampa,FL,USA,16306,arena,3822 Park Ave,89692,2025-11-17T02:43:33.088553,2025-11-17T02:43:33.088553
ven_000493,Uptown Washington Hall 2,Washington,DC,USA,14948,amphitheater,4283 Park Ave,39658,2025-11-17T02:43:33.088556,2025-11-17T02:43:33.088556
ven_000494,Minneapolis Auditorium 3,Minneapolis,MN,USA,73327,stadium,4999 Park Ave,63912,2025-11-17T02:43:33.088560,2025-11-17T02:43:33.088560
ven_000495,Majestic St. Louis Amphitheater 4,St. Louis,MO,USA,13587,arena,53 Broadway,49581,2025-11-17T02:43:33.088563,2025-11-17T02:43:33.088563
ven_000496,Miami Stadium 5,Miami,FL,USA,305,club,7909 Market St,79833,2025-11-17T02:43:33.088567,2025-11-17T02:43:33.088567
ven_000497,New Orleans Stadium 6,New Orleans,LA,USA,4839,hall,1867 Market St,12266,2025-11-17T02:43:33.088570,2025-11-17T02:43:33.088570
ven_000498,Historic Atlanta Pavilion 7,Atlanta,GA,USA,11221,arena,8926 Main St,55745,2025-11-17T02:43:33.088573,2025-11-17T02:43:33.088573
ven_000499,Downtown St. Louis Venue 8,St. Louis,MO,USA,53735,stadium,1648 Main St,46548,2025-11-17T02:43:33.088581,2025-11-17T02:43:33.088581
ven_000500,Cleveland Center 9,Cleveland,OH,USA,5367,arena,1136 Park Ave,11825,2025-11-17T02:43:33.088586,2025-11-17T02:43:33.088586
